name,address,phone,fax,email,website,latitude,longitude
Hahn Automobile GmbH + Co. KG NL Schorndorf,"Stuttgarter Straße 31-57 , 73614 Schorndorf",+49 7181 40920,+49 7181 409210,vw-schorndorf@hahn-automobile.de,https://www.volkswagen.de/de/haendler-werkstatt/hahn-automobile-schorndorf.html,48.80545,9.5141
Jacobs automobile GmbH,"Eschweiler Straße 58 - 64 , 52222 Stolberg",+49 2402 9990000,+49 2402 99900077,info@jacobs-stolberg.de,https://www.volkswagen.de/de/haendler-werkstatt/jacobs-automobile-stolberg.html,50.78135,6.22362
Autohaus Weeber GmbH,"Glemseckstraße 39/49 , 71229 Leonberg",+49 7152 9765100,+49 7152 9765190,info-vw-leo@autohaus-weeber.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-weeber-leonberg.html,48.78774,9.01398
Waldhausen & Bürkel Viersen GmbH & Co. KG,"Viersener Straße 137 , 41751 Viersen",+49 2162 93400,+49 2162 934051,info@waldhausen-buerkel.de,https://www.volkswagen.de/de/haendler-werkstatt/volkswagen-zentrum-viersen.html,51.254612,6.3519998
Autohaus Bennstedt ein Unternehmen der Autohaus Huttenstraße GmbH,"Alte Hallesche Straße 23b , 06198 Salzatal OT Bennstedt",+49 34601 3950,+49 34601 39529,info@ah-bennstedt.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-huttenstrasse-salzatal-bennstedt.html,51.48,11.83579
Auto-Fixemer GmbH,"An der Grühlingseiche 1 , 66299 Friedrichsthal",+49 6897 98220,+49 6897 982222,info@autohaus-fixemer.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-fixemer-friedrichsthal.html,49.33169,7.0889
Feser-Graf Roth GmbH,"Fuggerstraße 4 , 91154 Roth",+49 9171 849100,+49 9171 849219,vw.roth@feser-graf.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-feser-joachim-roth.html,49.24797,11.10813
Autohaus Sorg GmbH,"Lorcher Straße 38 , 73547 Lorch-Waldhausen",+49 7172 926440,,info@autohaussorg.de,,48.7906,9.64389
Autohaus Böttche GmbH,"Friedrichstraße 65 , 39387 Oschersleben",+49 3949 94430,+49 3949 944319,oschersleben@autohaus-boettche.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-boettche-oschersleben.html,52.03109,11.2385
Jacobs Automobile Alsdorf GmbH,"Max-Planck-Straße 17 - 21 , 52477 Alsdorf",+49 2404 55080,+49 2404 550860,info@jacobs-alsdorf.de,https://www.volkswagen.de/de/haendler-werkstatt/jacobs-automobile-alsdorf.html,50.87843,6.18559
Autohaus Marpert GmbH,"Neue Mühle 2 , 48739 Legden",+49 2566 3006,+49 2566 1206,info@marpert.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-marpert-legden.html,52.04106,7.08995
Gebr. Fischbach GmbH & Co. KG,"Prümzurlayer Straße 18 , 54666 Irrel",+49 6525 7701,+49 6525 7443,klaus.fischbach@fischbach-irrel.de,https://www.volkswagen.de/de/haendler-werkstatt/gebr-fischbach-irrel.html,49.84717,6.45124
Peter Ullrich e.K.,"Dorfstraße 39 , 47661 Issum",+49 2835 5124,+49 2835 6876,info@autohaus-ullrich.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-peter-ullrich-issum.html,51.4941,6.42639
Hahn Automobile GmbH + Co. KG NL Esslingen,"Ottostraße 6 , 73734 Esslingen",+49 711 938480,+49 711 9384818,vw-esslingen@hahn-automobile.de,https://www.volkswagen.de/de/haendler-werkstatt/hahn-automobile-esslingen.html,48.73755,9.294118
Autohaus Tumbrink GmbH,"Rheiner Straße 7 , 48477 Hörstel",+49 5459 93030,+49 5459 930323,info@autohaus-tumbrink.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-tumbrink-hoerstel.html,52.29985,7.5857
Autohaus Klinkner GmbH,"Wolfsborn 50-56 , 66679 Losheim am See",+49 6872 91400,+49 6872 91486,info@vw-klinkner.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-klinkner-losheim-am-see.html,49.50799,6.76241
Autohaus Lydorf GmbH,"Bettinger Straße 33 , 66839 Schmelz",+49 6887 90280,+49 6887 87307,info@autohaus-lydorf.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-lydorf-schmelz.html,49.43141,6.84666
Autohaus Scholz GmbH,"Willy-Brandt-Ring 10 , 08606 Oelsnitz",+49 37421 22112,+49 37421 22114,ah.scholz@autohausscholz.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-scholz-oelsnitz.html,50.426273,12.171665
Autohaus Gerstenmaier GmbH,"Bäumbachallee 6 , 76571 Gaggenau",+49 7225 96890,+49 7225 968950,info@gerstenmaier.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-gerstenmaier-gaggenau.html,48.8006,8.309913
Vogtland Automobile Greiz GmbH & Co. KG,"Reichenbacher Straße 65 , 07973 Greiz",+49 3661 708570,+49 3661 6616,info@ah-greiz.de,https://www.volkswagen.de/de/haendler-werkstatt/vogtland-automobile-greiz.html,50.651695,12.225084
Hahn Automobile GmbH + Co. KG NL Ebersbach,"Fabrikstraße 3 , 73061 Ebersbach",+49 7163 10020,+49 7163 100260,ebersbach@hahn-automobile.de,https://www.volkswagen.de/de/haendler-werkstatt/hahn-automobile-ebersbach.html,48.71842,9.538053
Autohaus Haitzler GmbH,"Schwarzwaldstraße 48 , 76593 Gernsbach",+49 7224 91750,+49 7224 917525,service@haitzler.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-haitzler-gernsbach.html,48.773586,8.342199
Kaisermobile GmbH,"Am Rosengarten 1 , 06406 Bernburg",+49 3471 36100,+49 3471 361063,service@kaisermobile.de,https://www.volkswagen.de/de/haendler-werkstatt/kaisermobile-bernburg.html,51.79013,11.70294
Autohaus Drechsler GmbH & Co. KG,"Deizisauer Straße 24 , 73770 Denkendorf",+49 711 93495000,+49 711 93495029,verkauf@vw-drechsler.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-drechsler-denkendorf.html,48.694157,9.327547
Feser und Wittig GmbH,"Hallesche Landstraße 110 , 06406 Bernburg",+49 3471 32210,+49 3471 322150,vw.bernburg@feser-graf.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-feser-und-wittig-bernburg.html,51.771107,11.748294
Autohaus Minrath GmbH & Co. KG,"Weseler Straße 150 - 152 , 47608 Geldern",+49 2831 93040,+49 2831 930469,kontakt@minrath.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-minrath-geldern.html,51.521744,6.342841
Autohaus Gerstenmaier Baden GmbH,"Jagdhausstraße 1 , 76530 Baden-Baden",+49 7221 95550,+49 7221 955538,info@gerstenmaier.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-gerstenmaier-baden-baden.html,48.771225,8.225164
Autohaus Kubik GmbH & Co. KG,"Käthe-Kollwitz-Straße 57 , 06116 Halle",+49 345 5700415,+49 345 5700421,info@autohauskubik.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-kubik-halle.html,51.47329,12.03049
Hahn Automobile GmbH + Co. KG NL Göppingen,"Holzheimer Straße 1 , 73037 Göppingen",+49 7161 978280,+49 7161 9782851,vw-goeppingen@hahn-automobile.de,https://www.volkswagen.de/de/haendler-werkstatt/hahn-automobile-goeppingen.html,48.69435,9.666541
Autohaus G. Röttering GmbH,"Gronauer Straße 112 , 48607 Ochtrup",+49 2553 97700,+49 2553 977027,gregor.roettering@auto-roettering.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-g-roettering-ochtrup.html,52.20704,7.16853
Autohaus Gottfried Maier GmbH,"Nürtinger Straße 33 - 35 , 72649 Wolfschlugen",+49 7022 51240,,info@vw-autohaus-maier.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-gottfried-maier-wolfschlugen.html,48.65188,9.29358
Auto Schmid GmbH,"Im Dugendorf 7 , 73084 Salach",+49 7162 933770,+49 7162 3580,anfrage@autoschmid.com,https://www.volkswagen.de/de/haendler-werkstatt/auto-schmid-salach.html,48.68445,9.73378
Motor-Nützel Vertriebs-GmbH,"Bahnhofstraße 24 , 92681 Erbendorf",+49 9682 182920,+49 9682 1829230,vw-erbendorf@motor-nuetzel.de,https://www.volkswagen.de/de/haendler-werkstatt/motor-nuetzel-erbendorf.html,49.84357,12.04867
Ramsperger Automobile GmbH & Co. KG,"Hindenburgstraße 45 , 73230 Kirchheim",+49 7021 50010,+49 7021 5001108,info@ramsperger-automobile.de,https://www.volkswagen.de/de/haendler-werkstatt/ramsperger-automobile-kirchheim.html,48.642296,9.45371
Auto Bierschneider GmbH,"Alois-Senefelder-Straße 17 , 92318 Neumarkt",+49 9181 32020,,info.neumarkt@bierschneider.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-bierschneider-neumarkt.html,49.25863,11.44013
Autohaus Högler GmbH,"Uferstraße 10-12 , 72631 Aichtal-Grötzingen",+49 7127 952749,+49 7127 952769,autohaus.hoegler@web.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-hoegler-aichtal-groetzingen.html,48.62536,9.26166
Autohaus Heinicke GmbH & Co. KG,"An der Zuckerfabrik 1 , 39356 Weferlingen",+49 39061 9630,+49 39061 96330,info@autohaus-heinicke.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-heinicke-weferlingen.html,52.309734,11.049341
Autohaus Braun GmbH,"Calwer Straße 304 , 72218 Wildberg",+49 7054 365,+49 7054 368,info@autohausbraun.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-braun-wildberg.html,48.636738,8.746957
Autohaus Schüler & Co. GmbH,"Oelsnitzer Straße 65 , 08223 Falkenstein",+49 3745 78870,+49 3745 788733,kd.vw@autohaus-schueler.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-schueler-falkenstein.html,50.468735,12.354423
Sürgers Automobile GmbH & Co. KG,"Gewerbering 2 , 47623 Kevelaer",+49 2832 932211,+49 2832 932233,info@suergers.com,https://www.volkswagen.de/de/haendler-werkstatt/suergers-automobile-kevelaer.html,51.58052,6.262
Autohaus Jarski GmbH,"Radegaster Straße 50a , 06369 Südl. Anhalt OT Görzig",+49 34975 21572,+49 34975 21007,info@jarski.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-jarski-suedl-anhalt.html,51.66036,12.00335
Autohaus Bauer GmbH,"Alte Lengenfelder Straße 2 B , 08228 Rodewisch",+49 3744 36900,+49 3744 369030,info@ah-bauer.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-bauer-rodewisch.html,50.54496,12.38683
Autohaus Lampa Bersenbrück GmbH,"Robert-Bosch-Straße 11 , 49593 Bersenbrück",+49 5439 94500,+49 5439 945045,,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-lampa-bersenbrueck.html,52.55591,7.9331
Koller GmbH & Co. KG,"Wolfsburger Straße 22-26 , 38448 Wolfsburg",+49 5363 97200,+49 5363 972022,kundenservice@autohaus-koller.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-koller-wolfsburg.html,52.4385,10.83233
Autohaus Vortkamp GmbH,"Enscheder Straße 313 , 48599 Gronau",+49 2562 93360,+49 2562 25635,info@vortkamp.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-vortkamp-gronau.html,52.21494,6.98578
Voets Autozentrum Magdeburg Süd GmbH,"Werner-von-Siemens-Ring 5 , 39116 Magdeburg",+49 391 60990,+49 391 6099105,info@voets-md-sued.de,https://www.volkswagen.de/de/haendler-werkstatt/voets-autozentrum-magdeburg-sued.html,52.081337,11.579642
Autohaus Lübbe GmbH,"Im Bulloh 40 , 29331 Lachendorf",+49 5145 98980,+49 5145 989850,info@autohaus-luebbe.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-luebbe-lachendorf.html,52.629963,10.23404
Volkswagen Automobile Leipzig GmbH,"Merseburger Straße 200 , 04178 Leipzig",+49 341 25000100,+49 341 25000109,info@vw-al.de,https://www.volkswagen.de/de/haendler-werkstatt/volkswagen-automobile-leipzig-merseburger-strasse.html,51.343044,12.30134
Autohaus Schröer GmbH,"Industriestraße 1 , 49584 Fürstenau",+49 5901 93930,+49 5901 939350,info@autohaus-schroeer.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-schroeer-fuerstenau.html,52.53187,7.66778
AMB Automobile Borna GmbH Niederlassung Böhlen,"Röthaer Straße 53 , 04564 Böhlen",+49 34206 6190,+49 34206 61925,boehlen@amb-autowelt.de,https://www.volkswagen.de/de/haendler-werkstatt/amb-automobile-boehlen.html,51.19772,12.39563
Autohaus Ruhe GmbH,"Quakenbrücker Straße 17 , 49413 Dinklage",+49 4443 507990,+49 4443 3041,kontakt@autohaus-ruhe.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-ruhe-dinklage.html,52.66722,8.116415
Autohaus Manfred Engelmann OHG,"Freie Straße 2-5 , 39112 Magdeburg",+49 391 625880,+49 391 6258829,mail@autohaus-engelmann.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-manfred-engelmann-magdeburg.html,52.10941,11.628202
Reichert Automobile GmbH,"Daimlerstr. 10 , 72581 Dettingen",+49 7123 97470,+49 7123 974747,info@reichert-automobile.de,https://www.volkswagen.de/de/haendler-werkstatt/reichert-automobile.html,48.52974,9.33445
Autohaus Raab GmbH,"Dr.-Johann-Stark-Straße 8 , 92637 Weiden",+49 961 670950,+49 961 27173,info@auto-raab.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-raab-weiden.html,49.69249,12.13765
Autohaus Schleeh Inh.Gerhard Schleeh,"Murgtalstraße 327 , 72270 Baiersbronn-Röt",+49 7442 50031,+49 7442 50220,gerhard.schleeh@autohaus-schleeh.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-schleeh-baiersbronn-roet.html,48.55705,8.39923
Auto-Kohler GmbH & Co. KG,"Daimlerstraße 20 , 72285 Pfalzgrafenweiler",+49 7445 857660,+49 7445 8576619,Info@auto-kohler.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-kohler-pfalzgrafenweiler.html,48.53313,8.57157
Autohaus Weber GmbH,"Friedrich-Schmelzer-Str. 5 , 39340 Haldensleben",+49 3904 725910,+49 3904 7259119,info@autos-weber.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-weber-haldensleben.html,52.28447,11.43084
Autohaus Grünhagen GmbH & Co. KG,"Auf dem Kuhkamp 3 , 27318 Hoya",+49 4251 672740,+49 4251 672749,ralf.gruenhagen@autohaus-gruenhagen.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-gruenhagen-hoya.html,52.81273,9.139434
Grafschafter Autozentrale Heinrich Krüp GmbH,"Bentheimer Straße 243 - 245 , 48529 Nordhorn",+49 5921 3060,+49 5921 30639,kontakt@autohaus-kruep.de,https://www.volkswagen.de/de/haendler-werkstatt/grafschafter-autozentrale-heinrich-kruep-nordhorn.html,52.401207,7.0916104
Autohaus Spille GmbH & Co. KG,"Loher Straße 8 , 49456 Bakum",+49 4446 319,+49 4446 1694,autohaus-spille@t-online.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-spille-bakum.html,52.74203,8.19599
Autohaus Willibald Müller GmbH,"Dübener Straße 133 , 04509 Delitzsch",+49 34202 7070,+49 34202 70730,,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-willibald-mueller-delitzsch.html,51.52803,12.343833
Auto König GmbH & Co. KG,"Nürnberger Straße 20 , 86609 Donauwörth",+49 906 706650,+49 906 7066565,infodonvw@autokoenig.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-koenig-donauwoerth.html,48.733837,10.778271
Auto-Center Weber GmbH & Co. KG,"Otto-Schmidt-Straße 8 , 04425 Taucha",+49 34298 5040,+49 34298 50425,info@auto-center-weber.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-center-weber-taucha.html,51.36803,12.4755
Autohaus Schmidt & Söhne GmbH & Co. KG,"Celler Straße 49 , 29303 Bergen",+49 5051 98660,+49 5051 986655,bergen@schmidt-soehne.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-schmidt-soehne-bergen.html,52.80241,9.96815
Kurt Atzinger GmbH,"Lindlbergstraße 11 , 92331 Parsberg",+49 9492 5135,+49 9492 7223,info@atzinger-automobile.de,https://www.volkswagen.de/de/haendler-werkstatt/atzinger-automobile-parsberg.html,49.15929,11.71277
Rusche GmbH,"Rogätzer Straße 23 , 39326 Wolmirstedt",+49 39201 5690,+49 39201 56969,c.rusche@autohaus-rusche.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-rusche-wolmirstedt.html,52.26083,11.63763
Autohaus Erich Kronenbitter e.K.,"Stadionstraße 1 , 72160 Horb",+49 7451 55650,+49 7451 2069,info@autohaus-kronenbitter.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-erich-kronenbitter-horb.html,48.439995,8.677866
Autohaus Schandert GmbH,"Mannheimer Straße 16 , 06847 Dessau",+49 340 5711560,+49 340 57115699,info@auto-schandert.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-schandert-dessau.html,51.82391,12.2157
Autohaus Heinz Rakel GmbH,"Dieselstraße 2 , 49770 Herzlake",+49 5937 92760,,info@autohaus-rakel.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-heinz-rakel-herzlake.html,52.68816,7.61335
Autohaus Feser-Heise GmbH,"Heidestraße 75 , 06842 Dessau",+49 340 87010,,info.dessau@feser-graf.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-heise-dessau.html,51.81819,12.2419
Graupner GmbH,"Gewerbeallee 2 , 04821 Brandis",+49 34292 6500,+49 34292 65099,post@autohaus-graupner.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-graupner-brandis.html,51.329998,12.582264
Autohaus Gebr. Schwarte GmbH & Co. KG,"Lingener Straße 1 A , 49740 Haselünne",+49 5961 94600,+49 5961 946060,schwarte.haseluenne@nowag.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-gebr-schwarte-haseluenne.html,52.66924,7.48559
Autohaus Reckziegel GmbH,"Altes Heidland 1 , 27243 Harpstedt",+49 4244 919990,+49 4244 9199947,info@autohaus-reckziegel.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-reckziegel-harpstedt.html,52.90185,8.56584
Autohaus Manz GmbH,"Böttgerstraße 50 , 92521 Schwarzenfeld",+49 9435 791,+49 9435 3289,info@autohaus-manz.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-manz-schwarzenfeld.html,49.3909,12.12716
Autohaus Gebr. Schwarte Cloppenburg GmbH,"Emsteker Straße 75 , 49661 Cloppenburg",+49 4471 91730,+49 4471 917320,schwarte.cloppenburg@nowag.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-gebr-schwarte-cloppenburg.html,52.84212,8.06025
Autohaus Illgen GmbH,"Zwönitzer Straße 10 b , 09366 Stollberg",+49 37296 7250,+49 37296 72550,info@autohaus-illgen.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-illgen-stollberg.html,50.70701,12.78533
Walter Heisig Inh. Helmuth Heisig,"Uelzener Straße 12 , 29378 Wittingen",+49 5831 29110,+49 5831 1352,info@autohaus-heisig.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-walter-heisig-wittingen.html,52.734596,10.736366
Hugo Kleinmann GmbH u. Co. KG,"Zollernstraße 54 , 72379 Hechingen",+49 7471 93400,+49 7471 934024,peter.sickinger@autohaus-kleinmann.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-kleinmann-hechingen.html,48.33988,8.95728
Held & Ströhle GmbH & Co. KG,"Schillerstraße 5a , 89077 Ulm",+49 731 15250,+49 731 1525202,info@held-stroehle.de,https://www.volkswagen.de/de/haendler-werkstatt/held-stroehle-ulm.html,48.395737,9.981409
Autohaus Prüller e. K.,"Am Schwalbanger 39 , 86633 Neuburg",+49 8431 676770,+49 8431 676777,info-vw@autohaus-prueller.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-prueller-neuburg.html,48.725872,11.1914
Autohaus Neuling GmbH & Co. KG,"Poppauer Straße 37 , 38486 Klötze",+49 3909 4606,+49 3909 4607,info@autohaus-neuling.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-neuling-kloetze.html,52.63288,11.15641
Autohaus Wandler GmbH & Co. KG,"Paterbusch 2 , 27374 Visselhövede",+49 4262 30900,+49 4262 309010,AH.Wandler@t-online.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-wandler-visselhoevede.html,52.97526,9.54927
Autohaus Liemert e.K.,"Grimmaische Straße 50 , 04680 Colditz",+49 34381 8140,+49 34381 81413,info@autohaus-liemert.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-liemert-colditz.html,51.13611,12.79211
Hotz Automobile Gardelegen GmbH,"An der Breiten Gehre 5 , 39638 Gardelegen",+49 3907 72220,+49 3907 722233,ga-info@hotz-gardelegen.de,https://www.volkswagen.de/de/haendler-werkstatt/hotz-automobile-gardelegen.html,52.53928,11.40883
Auto-Zentrum Priebe e. K.,"Soltauer Straße 11-13 , 27374 Visselhövede",+49 4262 955680,+49 4262 9556816,info@az-priebe.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-zentrum-priebe-visselhoevede.html,52.99079,9.58916
AUTO POINT GmbH,"Neefestraße 90 , 09116 Chemnitz",+49 371 369970,+49 371 3699741,info@auto-point-chemnitz.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-point-chemnitz-chemnitz.html,50.81826,12.88649
Autohaus in Wurzen Zweigniederlassung der Autohaus im Geiseltal GmbH,"Schiemannstraße 2 , 04808 Wurzen",+49 3425 90890,+49 3425 908989,info.wurzen@geiseltalgruppe.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-in-wurzen.html,51.38469,12.73914
Autohaus Köpf GmbH,"Thannhauser Straße 14 , 89365 Röfingen",+49 8222 40950,+49 8222 409526,info@autohaus-koepf.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-koepf-roefingen.html,48.42232,10.44204
Autohaus Brandt Stuhr GmbH,"Max-Planck-Straße 3 , 28816 Stuhr",+49 421 565400,+49 421 56540730,stuhr@autohaus-brandt.com,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-brandt-stuhr.html,53.02161,8.76682
Karl-Heinz Diekow GmbH & Co. KG,"Friedrich-Ebert-Straße 66 , 85055 Ingolstadt",+49 841 954600,+49 841 25655,service@ah-diekow.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-diekow-ingolstadt.html,48.77433,11.44357
Grossmann GmbH & Co. KG,"Austraße 51 - 53 , 78727 Oberndorf am Neckar",+49 7423 920050,,info@autohaus-grossmann.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-grossmann-oberndorf-am-neckar.html,48.28013,8.59161
Autohaus Neustadt Schmidt + Koch GmbH,"Neuenlander Straße 440 , 28201 Bremen",+49 421 87100,+49 421 8710123,neu@schmidt-und-koch.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-neustadt-schmidt-koch-bremen.html,53.04889,8.81773
Plaschka Munster GmbH & Co. KG,"Wagnerstraße 10-18 , 29633 Munster",+49 5192 98880,+49 5192 988852,info@autohaus-plaschka.de,https://www.volkswagen.de/de/haendler-werkstatt/plaschka-munster.html,52.991478,10.099767
Autohaus Allgeier GmbH,"Ahfeldstraße 2 , 77781 Biberach",+49 7835 63960,+49 7835 639625,info@vw-allgeier.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-allgeier-biberach.html,48.33488,8.03151
Automobile Werner Handel und Service GmbH,"Chemnitzer Straße 32 a-b , 09648 Mittweida",+49 3727 6210100,+49 3727 6210190,volkswagen@automobile-werner.de,https://www.volkswagen.de/de/haendler-werkstatt/automobile-werner-handel-und-service-mittweida.html,50.97428,12.98147
Autohaus Seifert GmbH,"Gewerbering 1 , 09456 Annaberg-Buchholz",+49 3733 56650,+49 3733 566599,info@vw-seifert.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-seifert-annaberg-buchholz.html,50.59692,13.01956
Autohaus Schmidt + Koch GmbH,"Brauer Straße 43 - 47 , 27356 Rotenburg",+49 4261 98090,+49 4261 980911,rot@schmidt-und-koch.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-schmidt-koch-rotenburg.html,53.099987,9.401198
Automobile Dittmar Mäke GmbH & Co. KG Waldheim,"Mendener Weg 1 , 04736 Waldheim",+49 34327 9600,+49 34327 96017,waldheim@autohaus-maeke.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-dittmar-maeke-waldheim.html,51.08233,12.99594
Autohaus Hesse GmbH & Co. KG,"Bremer Straße 40 , 27367 Sottrum",+49 4264 83100,+49 4264 831040,info@autohaus-hesse.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-hesse-sottrum.html,53.113304,9.228697
Autohaus Weider u. Sohn GmbH,"Hohweg 7 , 28219 Bremen",+49 421 388990,+49 421 3889928,info@auto-weider.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-weider-u-sohn-bremen.html,53.107307,8.796962
Autohaus Lacher GmbH & Co. KG,"Böhmerwaldstraße 2 , 93149 Nittenau",+49 9436 3010110,+49 9436 3010190,info@lacher-automobile.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-lacher-nittenau.html,49.210766,12.284165
Autohaus Wolter GmbH,"Oldenstädter Straße 54 , 29525 Uelzen",+49 581 9070100,+49 581 9070101,vw.uelzen@maz-gruppe.de,https://www.volkswagen.de/de/haendler-werkstatt/volkswagen-zentrum-uelzen.html,52.96728,10.57566
Auto Höss GmbH,"Augsburger Straße 21 , 86424 Dinkelscherben",+49 8292 1001,+49 8292 1000,info@autohoess.com,https://www.volkswagen.de/de/haendler-werkstatt/auto-hoess-dinkelscherben.html,48.34801,10.59489
Autohaus Seitz GmbH,"Siemensstraße 1 , 89257 Illertissen",+49 7303 96900,,,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-seitz-illertissen.html,48.23187,10.10321
AZA Auto Jannink GmbH,"Grüner Hof 9 , 26169 Friesoythe",+49 4491 92500,+49 4491 925050,info@auto-jannink.de,https://www.volkswagen.de/de/haendler-werkstatt/aza-auto-jannink-friesoythe.html,53.02487,7.86412
Autohaus Faust GmbH,"Annendorfer Straße 101 , 06886 Luth. Wittenberg",+49 3491 40860,+49 3491 408626,info@faust-group.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-faust-luth-wittenberg.html,51.88239,12.65301
Autohaus Baumer Abensberg GmbH & Co. KG,"Max-Bronold-Straße 3 , 93326 Abensberg",+49 9443 91040,+49 9443 910420,info@autohaus-baumer.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-baumer-abensberg-abensberg.html,48.8146,11.849495
Autohaus Hirth GmbH,"Mügelner Straße 2 , 04769 Mügeln",+49 34362 4030,+49 34362 40320,info@autohaushirth.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-hirth-muegeln.html,51.237328,13.070904
Autohaus Stülpner & Kaden,"Abrahamschacht 9 , 09496 Marienberg",+49 3735 6090680,+49 3735 6090689,,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-stuelpner-kaden-marienberg.html,50.658836,13.158959
Autohaus Döbeln GmbH,"Rosa-Luxemburg-Straße 1 a , 04720 Döbeln",+49 3431 71800,+49 3431 718012,info@autohaus-doebeln.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-doebeln-doebeln.html,51.12091,13.11589
Franz Xaver Metzner e. K. Inh. Anja Feil,"Gellertstraße 14 , 86157 Augsburg",+49 821 523315,+49 821 541260,info.metzner@metzner.vapn.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-franz-xaver-metzner-augsburg.html,48.36112,10.87
